Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 117 MPa,1256.0,1e-10,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 55.2 MPa,1478.0,9e-10,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 75.8 MPa,1366.0,2e-10,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 55.1 MPa,1478.0,9.4e-09,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 89.6 MPa,1256.0,2e-10,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 109 MPa,1366.0,1.06e-08,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 54.5 MPa,1478.0,3.1e-09,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 103 MPa,1478.0,4.72e-08,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 138 MPa,1478.0,8.89e-08,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 121 MPa,1478.0,9.44e-08,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 155 MPa,1478.0,4.444e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 172 MPa,1478.0,6.944e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 207 MPa,1478.0,1.6111e-06,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 241 MPa,1478.0,3.6111e-06,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 20.7 MPa,1700.0,5.6e-09,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 51.7 MPa,1700.0,7.5e-08,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 69 MPa,1700.0,1.361e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 86.2 MPa,1700.0,8.611e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 86.2 MPa,1700.0,1.3611e-06,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 103 MPa,1700.0,3.8889e-06,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 121 MPa,1700.0,1.30556e-05,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 24.1 MPa,1922.0,2.028e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 31 MPa,1922.0,2.694e-07,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 69 MPa,1922.0,8.8889e-06,None,%/s,T1,NASA-TR-D5424
2,Ta90 W8 Hf2,BCC,AC+HR+A+CR+A,None,creep rate,EXP,stress = 96.5 MPa,1922.0,0.0001222222,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 82.7 MPa,1478.0,4.4e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 132 MPa,1398.0,3.1e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 82.7 MPa,1478.0,6.7e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 48.3 MPa,1256.0,2.083e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 414 MPa,1256.0,1.028e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 345 MPa,1256.0,3.06e-08,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 345 MPa,1366.0,1.4167e-06,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 290 MPa,1366.0,3.611e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 241 MPa,1366.0,0.0002472222,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 207 MPa,1366.0,6.66667e-05,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 193 MPa,1366.0,7.22222e-05,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 207 MPa,1477.0,1.25e-06,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 172 MPa,1477.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 138 MPa,1477.0,1.278e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 121 MPa,1477.0,5.28e-08,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 77.9 MPa,1700.0,8.056e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 69 MPa,1922.0,5e-06,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 44.8 MPa,1922.0,2.4722e-06,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 31 MPa,1922.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 414 MPa,1256.0,6.39e-08,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 241 MPa,1366.0,1.167e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 193 MPa,1366.0,3.61e-08,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 172 MPa,1477.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 44.8 MPa,1922.0,1.4167e-06,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 290 MPa,1366.0,1.194e-07,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 207 MPa,1477.0,9.72e-08,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 17.2 MPa,1700.0,8.1e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 17.2 MPa,1589.0,4e-10,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 24.1 MPa,1589.0,1.3e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 27.6 MPa,1589.0,1.6e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 41.4 MPa,1589.0,3.9e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 55.2 MPa,1589.0,7.8e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 55.2 MPa,1477.0,3e-10,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 82.7 MPa,1477.0,1.2e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 110 MPa,1477.0,2.8e-09,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 110 MPa,1366.0,0.0,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 138 MPa,1366.0,1e-10,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 109 MPa,1366.0,1e-10,None,%/s,T1,NASA-TR-D5424
3,Ta87.49 W10 Hf2.5 C0.01,BCC+carbide,AC+HR+A+CR+A,None,creep rate,EXP,stress = 55.2 MPa,1477.0,4e-10,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 82.7 MPa,1366.0,2.3e-09,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 69 MPa,1366.0,1e-10,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 69 MPa,1366.0,1e-10,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 283 MPa,1366.0,1.22e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 303 MPa,1256.0,2e-10,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 161 MPa,1286.0,0.0,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 379 MPa,1144.0,0.0,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 448 MPa,1144.0,0.0,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 303 MPa,1256.0,0.0,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 283 MPa,1366.0,1.7e-09,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 586 MPa,1256.0,9.444e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 552 MPa,1256.0,2.222e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 241 MPa,1589.0,4.1667e-06,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 186 MPa,1589.0,1.2222e-06,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 276 MPa,1256.0,1.39e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 241 MPa,1256.0,1.11e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 138 MPa,1589.0,2.5e-06,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 110 MPa,1589.0,1.2778e-06,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 483 MPa,1256.0,9.17e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 496 MPa,1256.0,8.33e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 531 MPa,1256.0,2.5e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 276 MPa,1256.0,1.028e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 448 MPa,1256.0,3.611e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 241 MPa,1256.0,1.25e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 276 MPa,1256.0,3.0556e-06,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 345 MPa,1366.0,2.8e-09,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 414 MPa,1366.0,5e-08,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 186 MPa,1366.0,1.639e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 228 MPa,1366.0,1.944e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 24.1 MPa,1922.0,1.972e-07,None,%/s,T1,NASA-TR-D5424
4,Mo99.39 Ti0.5 Zr0.08 C0.03,BCC+carbide,AC+HW+RX+SR,None,creep rate,EXP,stress = 34.5 MPa,1922.0,6.1111e-06,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 124 MPa,1478.0,1.3e-09,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 138 MPa,1366.0,1e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 117 MPa,1478.0,6e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 172 MPa,1287.0,0.0,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 131 MPa,1398.0,0.0,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 138 MPa,1366.0,4e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 965 MPa,1478.0,4.2e-09,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 152 MPa,1478.0,2e-08,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 138 MPa,1331.0,1e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 152 MPa,1311.0,2e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 303 MPa,1256.0,1.3e-09,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 193 MPa,1366.0,1.3e-09,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 152 MPa,1366.0,2e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 152 MPa,1366.0,2e-10,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 517 MPa,1256.0,3.0556e-06,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 241 MPa,1589.0,3.8889e-06,None,%/s,T1,NASA-TR-D5424
5,Mo98.4 Ti1.2 Zr0.25 C0.15,BCC+carbide,AC+HW,None,creep rate,EXP,stress = 221 MPa,1589.0,6.39e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 58.7 MPa,1366.0,2.3e-09,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 29.4 MPa,1478.0,3.3e-09,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 138 MPa,1256.0,1.78e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 152 MPa,1256.0,3.89e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 155 MPa,1256.0,5e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 172 MPa,1256.0,1.361e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 190 MPa,1256.0,2.778e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 241 MPa,1256.0,2e-06,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 89.6 MPa,1366.0,2.22e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 103 MPa,1366.0,4.44e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 103 MPa,1366.0,5e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 121 MPa,1366.0,1.75e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 121 MPa,1366.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 155 MPa,1366.0,7.5e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 155 MPa,1366.0,1.0556e-06,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 172 MPa,1366.0,2.5833e-06,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 44.8 MPa,1478.0,1.17e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 55.2 MPa,1478.0,3.06e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 62.1 MPa,1478.0,5.28e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 62.1 MPa,1478.0,6.94e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 69 MPa,1478.0,8.61e-08,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 86.2 MPa,1478.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 103 MPa,1478.0,6.944e-07,None,%/s,T1,NASA-TR-D5424
6,Nb90 W9 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 121 MPa,1478.0,2.5e-06,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 103 MPa,1256.0,2.2778e-06,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 82.7 MPa,1256.0,5.556e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 69 MPa,1256.0,3.611e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 69 MPa,1256.0,5e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 58.6 MPa,1256.0,2.778e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 44.8 MPa,1256.0,4.72e-08,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 41.4 MPa,1473.0,6.6667e-06,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 34.5 MPa,1473.0,3.3333e-06,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 27.6 MPa,1473.0,2.194e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 27.6 MPa,1473.0,2.611e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 27.6 MPa,1473.0,1.806e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 20.7 MPa,1473.0,1.278e-07,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 20.7 MPa,1473.0,3.89e-08,None,%/s,T1,NASA-TR-D5424
7,Nb99 Zr1,BCC,AC+CW+HT,None,creep rate,EXP,stress = 20.7 MPa,1473.0,1.58e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 138 MPa,1005.0,1.8056e-06,None,%/s,T1,NASA-TR-D5424
